LNR,RESPONSE
1754,0.7700095300673714
1770,0.6338986881361477
1465,0.15571278485626341
1470,0.1955055980089893
1478,0.06164948442217829
1782,0.09701339497601677
1485,0.6001058001616172
1519,0.365237326628707
1835,0.496785612809475
1522,0.29299690619440344
1539,0.16874263635726242
1853,0.3127682190801832
1856,0.3403658951522835
2502,0.4435388217248405
2182,0.5693862611633851
2191,0.4849127556622488
2522,0.15633990237699324
2530,0.4337371922624387
2215,0.08450002229202083
2550,0.5614401612329645
2570,0.19416795466782238
2574,0.16514040805775962
2579,0.6875376149109406
2247,0.813546172509456
2674,0.29350983392572955
11434,0.37023405539349974
11122,0.8145950328895805
11127,0.3471098068789903
11443,0.8909798726464211
11170,0.47256140126602747
11191,0.19600619932881794
11198,0.871972334721475
10936,0.47094584162712744
11244,0.7357666143193079
11247,0.2666611921575977
11252,0.6404947897163416
11259,0.4648724963791691
10945,0.029448523743609668
10951,0.32756631144675674
11271,0.6262619312625255
10963,0.7715980294999027
11282,0.13216740745569078
11291,0.14911680340618633
10980,0.023210668484662186
10994,0.08743942382452392
10998,0.47256140126602747
11303,0.2639546051064448
11630,0.06309894112166937
11636,0.4990552557871004
11949,0.5912345899996287
11950,0.10383433037735573
11956,0.8356959690210811
11648,0.47256140126602747
11653,0.4833215859714123
11967,0.1994160911503277
11972,0.10544689097009047
11975,0.43686847496509185
12110,0.6730348734962422
12113,0.5689343311376962
11712,0.4529956997702295
11716,0.46326013524239856
12000,0.06277869624226354
11722,0.18813067582556567
12023,0.47256140126602747
12046,0.6306910033034266
11762,0.4648724963791691
12071,0.10946910551500852
12077,0.48500901771324534
11785,0.5492451859882143
11788,0.7312242590959499
11790,0.05943211609708349
11800,0.8587315294514152
11806,0.018909464825019887
11816,0.009232031644352101
11505,0.3674372201418567
11837,0.18872490289551555
11531,0.35537082264796827
11848,0.47419363937181824
11854,0.2675606214618431
11877,0.1493328799573415
11563,0.2872877384410871
11567,0.5926834525409485
11894,0.10293721528442497
11906,0.7139237255060072
11917,0.47256140126602747
11610,0.47256140126602747
11923,0.24280856245251425
12596,0.15985465511539204
12603,0.18842661815797387
12608,0.24736573619837596
12633,0.6269032669528031
12637,0.7618227598892544
21484,0.4648724963791691
21184,0.23251635457685232
21247,0.6496346970382579
20991,0.3734279233152546
21018,0.5872986405331494
21019,0.7300136160014956
21047,0.21667182664490983
21054,0.12690178147106485
21374,0.20869564438482402
21392,0.42482288007530283
21713,0.13528380545746446
22019,0.4695277054765218
22025,0.43252374747759076
21722,0.4691619657474788
21728,0.42218886478272083
22039,0.47256140126602747
22044,0.3924971935320898
61900,0.47951962716915303
62548,0.5802218632323123
63176,0.4379186964751994
64473,0.8244981706485043
64779,0.8760420565167204
64780,0.5206743193469258
64784,0.1667165289462778
65105,0.47256140126602747
65431,0.3791845442929991
65433,0.2837141231446337
66055,0.07189059152183062
66071,0.47256140126602747
61280,0.6531342252775884
61281,0.29409986735210547
61284,0.2126680598585179
61597,0.5593179968224737
61606,0.17942930493999792
62235,0.660710130708351
62240,0.1293881281562506
62241,0.036025753639442194
62555,0.5688086007456452
62557,0.5948658578412984
62565,0.3693733054720788
62566,0.8005348889438717
63515,0.24732040835982247
63524,0.7989377357408093
64797,0.4445377746274665
65116,0.46326013524239856
75249,0.5397019685027248
75253,0.6783013112679633
75575,0.47864534911912676
76212,0.13196852508820026
71422,0.20645705052192317
72059,0.09680372801056181
72060,0.7000268511213111
72383,0.29655372501550065
72386,0.2629891919587696
72700,0.2512187860449214
72715,0.10804966552670656
73028,0.46204642560387604
73346,0.40452211689999296
73658,0.2788755109786561
73662,0.9154649540409641
73666,0.6792834076209688
73668,0.7064763567604508
73985,0.710997515090234
74299,0.10041026282058832
74310,0.3886974499507846
74312,0.5183281318526711
74619,0.7012074787410679
74620,0.027926944448867418
74627,0.2944822346809478
74938,0.266768831062709
74952,0.4777531294752301
75911,0.7306332294175127
75913,0.36046907670457956
76221,0.06202505342767958
76227,0.2805765427692046
71448,0.21060955320109584
15887,0.15100594280110716
15498,0.1401307780348075
15504,0.37886237556260843
15507,0.32197635512638717
15521,0.3125405554000641
24403,0.707116711119157
24100,0.6529479934520857
24436,0.5671863903277554
24440,0.11975037244117216
24442,0.47094584162712744
24148,0.7591491636598442
24149,0.48403275939471285
24155,0.199351038178775
24458,0.15132207402714337
24169,0.40367546433897605
24477,0.7750891221406057
24479,0.25354207416595803
24486,0.3582998451336633
24190,0.5984311843957897
24515,0.12532557924331553
24214,0.6249992419803468
25183,0.47256140126602747
25207,0.1212614912100467
24889,0.4109885918724721
24890,0.3986644840185917
25226,0.5055838561320917
25232,0.661443544364057
25244,0.23366538517080424
25339,0.6526755502338063
25355,0.7730106058473715
24958,0.02473511076568212
25277,0.7262089324303304
25286,0.7756201323025453
24988,0.47256140126602747
25298,0.17443347824133926
25309,0.7548792702731029
25315,0.11982083845738058
25014,0.47864534911912676
25322,0.08181292821610865
25333,0.3604347901437436
25025,0.5513783644467701
24726,0.6353527644738245
24735,0.4648724963791691
25055,0.8155273766465886
25056,0.20967796737629307
24746,0.16110836355729355
25061,0.19872360266707592
25067,0.07726919422101962
25074,0.24859466993016793
24773,0.6129835120324522
25080,0.4648724963791691
25086,0.7626293198629472
25088,0.16699652821320463
