LNR,RESPONSE
1754,0.6704551038801851
1770,0.7062805885334373
1465,0.11502677682731931
1470,0.04414633177482159
1478,0.10404873298282483
1782,0.1142895811173698
1485,0.06332849824543622
1519,0.7014370073934795
1835,0.47744798900275937
1522,0.14506345373820925
1539,0.030292905697797152
1853,0.4531916351237549
1856,0.27797280322782647
2502,0.26293898079662226
2182,0.7442356642968382
2191,0.5006733948946953
2522,0.2870031451168909
2530,0.7408913616350788
2215,0.11051884403937451
2550,0.588524143852321
2570,0.22136111002949677
2574,0.17022085683615035
2579,0.15236602830503687
2247,0.6174028691523434
2674,0.08390426131510859
11434,0.15321010289812312
11122,0.796331836602094
11127,0.6310002779495283
11443,0.7460351154420396
11170,0.4327905516701804
11191,0.19042623513108226
11198,0.7900416584827147
10936,0.42089496801548715
11244,0.17212824821215558
11247,0.5937055466614907
11252,0.07067132153933556
11259,0.42089496801548715
10945,0.055110608677720774
10951,0.17982351530612312
11271,0.5327235924138234
10963,0.691534829241322
11282,0.09877865883181594
11291,0.08405423517371445
10980,0.0275285577009941
10994,0.06010713342049709
10998,0.4327905516701804
11303,0.23789122619348907
11630,0.07955369273920286
11636,0.1036016612968185
11949,0.14897082114028296
11950,0.7275263935042495
11956,0.7648737689610746
11648,0.4327905516701804
11653,0.5337889992765812
11967,0.07681367565428465
11972,0.08352800713803439
11975,0.08270819496193249
12110,0.15405471804193002
12113,0.4285811811217869
11712,0.0928023198622268
11716,0.42089496801548715
12000,0.023326628538163766
11722,0.6385334882094719
12023,0.4327905516701804
12046,0.08074238191949717
11762,0.42089496801548715
12071,0.309217210693198
12077,0.17181068671392058
11785,0.5462629946509127
11788,0.09697306070326077
11790,0.07932732396756305
11800,0.5163564754741552
11806,0.0744439624894604
11816,0.02818842360448791
11505,0.14146925899463858
11837,0.08707671270919738
11531,0.4448269957256159
11848,0.14207013960985124
11854,0.11182596204102163
11877,0.27117148588186496
11563,0.0864270743936502
11567,0.07197768323355326
11894,0.07188436857116423
11906,0.19243138250245265
11917,0.4327905516701804
11610,0.4327905516701804
11923,0.07180012094247663
12596,0.07985784083871077
12603,0.24812591297392242
12608,0.23394908953753496
12633,0.09625605486862424
12637,0.23462915852880006
21484,0.42089496801548715
21184,0.12041183373054748
21247,0.19819116687526686
20991,0.6653650171652727
21018,0.0939900323290395
21019,0.6614470188518745
21047,0.061050763291735984
21054,0.132934892864533
21374,0.07432958603814747
21392,0.06349031657582861
21713,0.09152201108149097
22019,0.22298580006221183
22025,0.5256602482865793
21722,0.7824215688003703
21728,0.272661336533006
22039,0.4327905516701804
22044,0.13471277420893554
61900,0.10493043617752439
62548,0.4765479944086003
63176,0.19130518812069255
64473,0.5195399865221921
64779,0.8009392970193819
64780,0.06271800186623734
64784,0.21556769099673737
65105,0.4327905516701804
65431,0.4440705890317848
65433,0.6688356793110063
66055,0.04857090851061543
66071,0.4327905516701804
61280,0.5847599122257587
61281,0.5854857334103538
61284,0.04380473961974002
61597,0.09261596472538396
61606,0.03910752285457102
62235,0.6214428993021042
62240,0.10930125978418914
62241,0.10237927528908772
62555,0.5956276121858259
62557,0.4090644875214976
62565,0.11684271432419717
62566,0.7773243014950755
63515,0.10016887847525818
63524,0.6784946230032193
64797,0.31616099428526406
65116,0.42089496801548715
75249,0.14978053590985813
75253,0.6768663466618594
75575,0.4549335449890735
76212,0.09113637239446512
71422,0.13904759049864368
72059,0.5814120753274326
72060,0.17553374153857115
72383,0.19736814766474908
72386,0.14074288078918323
72700,0.15664189605696893
72715,0.1701203203833643
73028,0.26311289999445264
73346,0.29985406362251443
73658,0.11335461085208931
73662,0.6824507906539673
73666,0.4327905516701804
73668,0.4323727116488319
73985,0.7431541733299415
74299,0.03216331461665838
74310,0.14982165593100144
74312,0.8168456928958802
74619,0.11123606030678708
74620,0.08557320993784705
74627,0.0920818429404804
74938,0.15720816413589295
74952,0.12727097084684805
75911,0.06913721987374573
75913,0.07537734939805434
76221,0.13114024573558128
76227,0.11686905463102935
71448,0.07845300874408583
15887,0.10780409136917696
15498,0.17885479358253326
15504,0.6295512039838295
15507,0.10109366577798858
15521,0.1837059375913703
24403,0.08070644545040091
24100,0.8133968022206075
24436,0.16401248341727256
24440,0.07019821329110161
24442,0.42089496801548715
24148,0.08729124605882124
24149,0.19443795996223706
24155,0.11731098721613334
24458,0.16724554093452942
24169,0.6608752082962046
24477,0.813743932922642
24479,0.14812962900485666
24486,0.22980223096072788
24190,0.5790738915940324
24515,0.633843046473404
24214,0.6319535881944169
25183,0.4327905516701804
25207,0.17131662044969162
24889,0.4695103978455205
24890,0.1731530165955667
25226,0.42488034731077556
25232,0.42996771954008
25244,0.044287914684081234
25339,0.05358598338142109
25355,0.8667616483563921
24958,0.09407695911032461
25277,0.1470953861509397
25286,0.7465465373744564
24988,0.4327905516701804
25298,0.03942009095093197
25309,0.7953094330235851
25315,0.05715331175759247
25014,0.4549335449890735
25322,0.13522646418473455
25333,0.669387551350038
25025,0.4109730821535033
24726,0.15818619366407918
24735,0.42089496801548715
25055,0.1752640039254659
25056,0.07016900937351676
24746,0.47748317525096473
25061,0.1279654335291698
25067,0.16206807808766566
25074,0.03823727737213551
24773,0.14334806174545234
25080,0.42089496801548715
25086,0.5660681557334393
25088,0.1620700229261095
24777,0.08546597588588915
24796,0.14934897938092934
25104,0.07481653146593249
24806,0.08535012225488472
25118,0.26410952158329654
24822,0.4549335449890735
82811,0.7398930751033115
83449,0.4587193898099782
83459,0.42089496801548715
83770,0.4327905516701804
84091,0.18826376459502525
84096,0.05148961213455619
84737,0.4432229221859053
85048,0.42089496801548715
85049,0.6299753708713628
85051,0.24805772975888307
85369,0.051373716838875434
85374,0.13020687709147546
85380,0.5994988461613168
82190,0.07878857614731886
82505,0.4762915061038032
82515,0.13512934866144222
82517,0.21255821995925406
82821,0.4327905516701804
83140,0.4609986286903377
788,0.09447187556896793
1102,0.07280798444084442
1109,0.0918773380716696
821,0.142224116531947
829,0.2945672954957157
837,0.4799510443226012
845,0.45397478175914063
1163,0.5983153596175781
861,0.42089496801548715
899,0.10628560495125361
1207,0.6001471846486685
906,0.11744216181011619
1221,0.8516097484208958
1545,0.24874306477546806
1546,0.8238808077019356
1555,0.21560577933577663
1556,0.41596604598802456
1879,0.16861638135120074
1885,0.3509132252365799
1593,0.19465998743334675
1902,0.30961684699228254
1611,0.12128326949266256
1921,0.173493445138875
1927,0.6220765221439171
1651,0.25426250580177523
1978,0.48113486093929336
1718,0.21287675209635787
1722,0.21176208816511885
1734,0.5514684460099976
41705,0.31893280644331823
41711,0.4327905516701804
41712,0.12902524824056633
42029,0.16805677039839934
42347,0.09070354551071724
42352,0.07701246522350905
42353,0.13993050648943683
42671,0.6027500031338809
42987,0.09150601298355475
43310,0.23601267569039472
43627,0.191320886490842
43629,0.08020984309860427
43945,0.4303849976212219
43953,0.21808456649373326
43954,0.6985447226964036
43961,0.1291954499459808
44280,0.12536411830240893
44917,0.12531403276354708
44924,0.6325160288224868
44927,0.11584656195018293
45244,0.2558475834676723
45570,0.0823534137957
45584,0.5538931670537066
41721,0.1275856668317925
41739,0.4327905516701804
42054,0.2705819440364264
42369,0.11972044166064807
42689,0.06692144838691433
43019,0.18585042752919778
43331,0.6952737371629354
51328,0.32208873318688386
51644,0.5816406201792443
51653,0.6737291130881689
51969,0.24644693461609768
52308,0.7226118640596684
52310,0.11034014458454058
52626,0.4758902578918837
52638,0.13864302222959568
52940,0.23950743928360324
52954,0.7779598909656942
55194,0.4323727116488319
55196,0.11621008413433623
55526,0.4327905516701804
55847,0.15938383288838917
55848,0.42089496801548715
51024,0.4327905516701804
51031,0.18015351891115125
51342,0.5523086549287972
51348,0.15846398876325632
51666,0.16178968541645358
51674,0.11165237613558009
51680,0.8447002912307293
52331,0.16907854532109648
53302,0.42089496801548715
82163,0.7204996919448455
82481,0.0828221984347278
82498,0.28011884439996115
55852,0.42089496801548715
55858,0.05691924354928344
55859,0.1324821975477483
51037,0.42089496801548715
51039,0.16515212231078208
51683,0.6255589964930109
51685,0.21978913052576168
51695,0.1949503494115795
