LNR,RESPONSE
1754,0.019625829985587366
1770,0.01531447447631345
1465,0.0019189463901533633
1470,0.002440584951020555
1478,0.0008299077241023826
1782,0.0011370179267096807
1485,0.0004805970527995949
1519,0.03369989000211632
1835,0.009257045296837687
1522,0.0009235446449725357
1539,2.9961447765888634e-05
1853,0.02462339216177541
1856,0.0027395573391693936
2502,0.0015781562373904658
2182,0.023188735038446658
2191,0.004997562745798784
2522,0.0006913154009386179
2530,0.03805498570875113
2215,0.0005466242127004736
2550,0.015763062279306978
2570,0.0007933403522605683
2574,0.0003029167830860043
2579,0.0011937045759839368
2247,0.008531063123192654
2674,0.0016748268681520129
11434,0.0011958012788665276
11122,0.01305509371612041
11127,0.03075212571790308
11443,0.06614054971347648
11170,0.01044094362430715
11191,0.00015897911183946267
11198,0.024766574211354683
10936,0.008533517537997753
11244,0.001203867766525465
11247,0.03100413023921716
11252,0.001207232068311412
11259,0.010912622934268538
10945,0.0003356788782006539
10951,0.0017658224680244918
11271,0.0033838567559527286
10963,0.02679284554045172
11282,8.575885799242299e-05
11291,0.00036007790362107563
10980,6.853833576545719e-05
10994,0.001163191345360549
10998,0.01044094362430715
11303,0.004364252847090557
11630,0.0011688832849409748
11636,0.0011209440452851767
11949,0.0008737649308319875
11950,0.015580381254154584
11956,0.03043766308661778
11648,0.01044094362430715
11653,0.015384721625279948
11967,0.0006195201023799589
11972,0.0009047695587176127
11975,0.00019053547402521343
12110,0.0019545521951410396
12113,0.011001021040798765
11712,0.0009927553840674557
11716,0.008513954252900325
12000,2.0773107391633508e-05
11722,0.017780660972142825
12023,0.01044094362430715
12046,0.0004271018009451066
11762,0.010912622934268538
12071,0.0005314323764683084
12077,0.0015915244526659524
11785,0.01156561312087131
11788,0.0006326816188730697
11790,0.0004927332691745099
11800,0.0031368032805570967
11806,0.0004442694407973429
11816,0.00018199920787688483
11505,0.000313408767222104
11837,0.0014365434762253753
11531,0.012154518693231484
11848,0.0017437850896907343
11854,0.0008947616987576163
11877,0.0048173604420220315
11563,0.00021862763535405774
11567,0.00019813450301991962
11894,0.00021469097289358448
11906,0.0025977658374910476
11917,0.01044094362430715
11610,0.01044094362430715
11923,0.0003751663780148714
12596,0.00039546243840113843
12603,0.0012660799493692922
12608,0.0016858695709089312
12633,0.002327072859423405
12637,0.003990768622018428
21484,0.010912622934268538
21184,0.0017858193656946936
21247,0.003923073098977926
20991,0.01620963393010274
21018,0.00032677183038828353
21019,0.009965210953881264
21047,0.0006063936567742148
21054,0.0009280745454764265
21374,0.0011029819423534377
21392,0.00019559467298598665
21713,0.0005182306533477905
22019,0.001077293662264409
22025,0.0096836336681408
21722,0.02705311304266435
21728,0.004845217820946843
22039,0.01044094362430715
22044,0.0003824213552146371
61900,0.00017713531236789742
62548,0.004800195569149219
63176,0.0003621848264170748
64473,0.018918928211714973
64779,0.017535135700247784
64780,0.0003034620782580915
64784,0.0013810020305856706
65105,0.01044094362430715
65431,0.022741383029886736
65433,0.0609939704574619
66055,0.0007332401440505774
66071,0.01044094362430715
61280,0.0038387757856104855
61281,0.008534405070699453
61284,0.00013181513425946243
61597,0.0010200102516705063
61606,0.00029302536775270777
62235,0.012323777865174208
62240,0.000852023421082809
62241,0.0007658107105560471
62555,0.008230212843313397
62557,0.008321486530122314
62565,0.0018791320076384688
62566,0.05204812417031291
63515,0.0006061117560099522
63524,0.021774927984726647
64797,0.007388607479144776
65116,0.008513954252900325
75249,0.004180102949802869
75253,0.017542380413701528
75575,0.017625883549212806
76212,0.0011151010324283546
71422,0.0011633772650484716
72059,0.005262153903280144
72060,0.002148102151621856
72383,0.0007352408056996451
72386,0.0006814669053253196
72700,0.0004169570192535605
72715,0.003568167816659374
73028,0.0018300932456624674
73346,0.0045459266392806185
73658,0.0006913598551580948
73662,0.015938420539626214
73666,0.012382503115871413
73668,0.011306991143562845
73985,0.029733507024398167
74299,0.0005066119103157595
74310,0.0013410162678388583
74312,0.053977955532569344
74619,0.001536659292787677
74620,0.0016979706488349723
74627,0.00015430293587771011
74938,0.0006363262284282233
74952,0.0006492320927964064
75911,0.0028463787088392448
75913,0.00044604942801149
76221,0.000684397803172255
76227,0.000982698434221274
71448,0.00040180972820339937
15887,0.0005546413391511126
15498,0.002920829255706225
15504,0.01535611153208734
15507,0.0009332315228835807
15521,0.002202108852933696
24403,0.0008674013936434001
