LNR,RESPONSE
1754,0.013561421558582653
1770,0.009670248769835667
1465,0.001527012442278811
1470,0.0007920408072894333
1478,0.002236338449635553
1782,0.00035708188945954224
1485,0.0020310405757481905
1519,0.05210371380990288
1835,0.0021015729542986075
1522,0.006674836558496404
1539,3.156512433149831e-05
1853,0.01142982508656357
1856,0.0010042847803494784
2502,0.0012735123793518207
2182,0.040926650309232974
2191,0.01891718979772919
2522,0.0007083653591796663
2530,0.09795080221966748
2215,0.00047496873895208944
2550,0.009622930179515212
2570,0.0011493924211720017
2574,0.0008870478376167807
2579,0.002843646011618031
2247,0.008313816082638143
2674,0.0006959631471612309
11434,0.001046417209854985
11122,0.015280779508639349
11127,0.00851807682039665
11443,0.047467103984589226
11170,0.42850610720762505
11191,0.0026443135954327644
11198,0.011550588701424658
10936,0.08752699039290343
11244,0.0008586142801907691
11247,0.0022055015145760483
11252,0.0025128258048085408
11259,0.41265219901623523
10945,0.0005189137000194646
10951,0.0009652407673904418
11271,0.0020301670338723917
10963,0.01345520006958087
11282,0.00015698914096381748
11291,0.000165946921578019
10980,9.346020740878919e-05
10994,8.150403026420696e-05
10998,0.42850610720762505
11303,0.017361239105433992
11630,0.000313474914286083
11636,0.0011870397078119744
11949,0.0008488431322414058
11950,0.005525267834638787
11956,0.07668956888916628
11648,0.42850610720762505
11653,0.01939230788612287
11967,0.0008438920348083287
11972,0.0009117617435046996
11975,0.00013879688680830849
12110,0.002400128685444299
12113,0.017521276577684573
11712,4.871341568883042e-05
11716,0.02289017337218897
12000,0.0002599059028625542
11722,0.01050186390461563
12023,0.42850610720762505
12046,0.0007989147655653409
11762,0.41265219901623523
12071,0.002831809240743143
12077,0.002046674574480428
11785,0.015521251461721045
11788,0.0056729373311586355
11790,0.00018813685104788146
11800,0.004298200308691457
11806,0.00016572643870066325
11816,0.00013277413275938045
11505,0.0006542583687776013
11837,0.001224513243620418
11531,0.011728236802789579
11848,0.003067478543154377
11854,0.0014831779965916191
11877,0.0014717962887835613
11563,0.0005451964953364178
11567,0.0011975392246489252
11894,0.0005065677504283353
11906,0.001940264417417435
11917,0.42850610720762505
11610,0.42850610720762505
11923,0.0003161360380532713
12596,0.00017887153467938084
12603,0.005597058525549268
12608,0.003985978696767706
12633,0.0005221023998046835
12637,0.0030945829649261128
21484,0.41265219901623523
21184,0.0006051001127347489
21247,0.0023748823798418407
20991,0.008031093192210419
21018,0.0027700105155528993
21019,0.005758649275972518
21047,0.0002426124185092902
21054,0.002126244459838084
21374,0.002189793895342947
21392,0.0001840661240303851
21713,0.0004332094428640746
22019,0.0050951485955867595
22025,0.012014212239338023
21722,0.034161833114427005
21728,0.0035222970023016907
22039,0.42850610720762505
22044,0.002466760734932188
61900,0.0005066083326357644
62548,0.004332294304948311
63176,0.0003251481027585404
64473,0.01675682354431692
64779,0.015129923490924265
64780,0.00018400309338560008
64784,0.0025694744205638593
65105,0.42850610720762505
65431,0.011998678399912322
65433,0.04215584197611883
66055,0.0010225543269521864
66071,0.42850610720762505
61280,0.010535940302363095
61281,0.013015694187680324
61284,7.130103039410964e-06
61597,0.0007062202975250026
61606,6.864125163096767e-05
62235,0.007814347426922122
62240,0.00045703196956243375
62241,0.0017392237769013267
62555,0.012521762715214683
62557,0.004198525551460997
62565,0.001140893144670326
62566,0.03207334962583726
63515,0.0003097086377400116
63524,0.004359830953871316
64797,0.003909837534825946
65116,0.02289017337218897
75249,0.0014255941889708328
75253,0.0204660316969508
75575,0.6289500277064344
76212,0.0002637945761368465
71422,0.00031367646215796797
72059,0.0009104628227496466
72060,0.0005268940644094279
72383,0.0003038956122055439
72386,0.0020281553713829606
72700,0.0002271972958275983
72715,0.003925926060409198
73028,0.0010349468042721844
73346,0.002877016435480443
73658,0.0009357455932447681
73662,0.011595077790208306
73666,0.016572064025496144
73668,0.013486733603442512
73985,0.016709494172184147
74299,0.0011787684942877494
74310,0.0010427916913307285
74312,0.011840565617884538
74619,0.003800387813636096
74620,0.0007304857395110372
74627,0.00012663080587215015
74938,0.0009585893989471528
74952,0.0014380062208119327
75911,0.0009963352632564142
75913,0.0026138458601221125
76221,0.0016358436938305478
76227,0.0008037852259805429
71448,0.00043071537026882095
15887,0.0008976358528266993
15498,0.0014212981843923019
15504,0.011376512702960697
15507,0.00041159969751361307
15521,0.0016175694824113699
24403,0.0027883768684073226
24100,0.040774574463855004
24436,0.0020195387593517225
24440,0.0005277361733148559
24442,0.08752699039290343
24148,0.00015558698507073685
24149,0.0017158560338591648
24155,0.00014820337863979046
24458,9.472483315517819e-05
24169,0.0041811910907991415
24477,0.01127466292944782
24479,0.0014116213245724753
24486,0.003583681350390786
24190,0.004922408993533696
24515,0.007094782943617702
24214,0.016792752074399207
25183,0.42850610720762505
25207,0.00039381440319470666
24889,0.014189686927234676
24890,0.002634625147878891
25226,0.0011965204009892969
25232,0.010947748872822842
25244,0.0009157782343400797
25339,0.0014053857983669898
25355,0.023377972630085987
24958,0.00018227933589978822
25277,0.0016294952098696834
25286,0.03595758202089503
24988,0.42850610720762505
25298,0.00045391405950541495
25309,0.036553808970140815
25315,0.0005423956874390715
25014,0.6289500277064344
25322,0.00033562075964070496
25333,0.04547272830517262
25025,0.02034093783686576
24726,0.00041624904154391316
24735,0.41265219901623523
25055,0.0010896315319273817
25056,0.00044989291449284914
24746,0.0062633344871602945
25061,0.0013092731844777468
25067,0.0008696316988590006
25074,0.0004742613871659442
24773,0.0005205458753363568
25080,0.41265219901623523
25086,0.011832285193875329
25088,0.0007068176194173357
24777,0.0033303332495127013
24796,0.0010714779813771173
25104,0.0004643945251761409
24806,0.0018609989315366005
25118,0.003363060286748813
24822,0.6289500277064344
82811,0.02408107970686888
83449,0.0040895979715811605
83459,0.41265219901623523
83770,0.42850610720762505
84091,0.0010037305517084348
84096,0.00024860036280652834
84737,0.000380867337423203
85048,0.463289267864566
85049,0.009497004673055542
85051,0.002191668252488085
85369,0.0001832695224828648
85374,0.0003278760669181628
85380,0.019805842748515917
82190,0.0012869898602984086
82505,0.03691274291505021
82515,0.0005978907745795
82517,0.020222188681559734
82821,0.21110163524000042
83140,0.049359354993182676
788,0.00034275850039828463
1102,0.00014693516121443118
1109,0.0007477573282649352
821,0.0010622606977711345
829,0.006592306293252482
837,0.008337663878023227
845,0.07886826586593815
1163,0.012750967545261576
861,0.41265219901623523
899,0.00017082513390196115
1207,0.005665731160090819
906,0.00042373400972471246
1221,0.026486096590254127
1545,0.0007562229693055001
1546,0.015441738251872856
1555,0.0012784941408361535
1556,0.007987935165329514
